U+027A ɺ \xc9\xba
U+027B ɻ \xc9\xbb
U+027C ɼ \xc9\xbc
U+027D ɽ \xc9\xbd
U+027E ɾ \xc9\xbe
U+027F ɿ \xc9\xbf
U+0300 ̀ \xcc\x80
U+0301 ́ \xcc\x81
U+0302 ̂ \xcc\x82
U+0303 ̃ \xcc\x83
U+0304 ̄ \xcc\x84
U+0305 ̅ \xcc\x85
U+0306 ̆ \xcc\x86
U+0307 ̇ \xcc\x87
U+0308 ̈ \xcc\x88
U+0309 ̉ \xcc\x89
U+030A ̊ \xcc\x8a
U+030B ̋ \xcc\x8b
U+030C ̌ \xcc\x8c
U+030D ̍ \xcc\x8d
U+030E ̎ \xcc\x8e
U+030F ̏ \xcc\x8f
U+0310 ̐ \xcc\x90
U+0311 ̑ \xcc\x91
U+0312 ̒ \xcc\x92
U+0313 ̓ \xcc\x93
U+0314 ̔ \xcc\x94
U+0315 ̕ \xcc\x95
U+0316 ̖ \xcc\x96
U+0317 ̗ \xcc\x97
U+0318 ̘ \xcc\x98
U+0319 ̙ \xcc\x99
U+031A ̚ \xcc\x9a
U+031B ̛ \xcc\x9b
U+031C ̜ \xcc\x9c
U+031D ̝ \xcc\x9d
U+031E ̞ \xcc\x9e
U+031F ̟ \xcc\x9f
U+0320 ̠ \xcc\xa0
U+0321 ̡ \xcc\xa1
U+0322 ̢ \xcc\xa2
U+0323 ̣ \xcc\xa3
U+0324 ̤ \xcc\xa4
U+0325 ̥ \xcc\xa5
U+0326 ̦ \xcc\xa6
U+0327 ̧ \xcc\xa7
U+0328 ̨ \xcc\xa8
U+0329 ̩ \xcc\xa9
U+032A ̪ \xcc\xaa
U+032B ̫ \xcc\xab
U+032C ̬ \xcc\xac
U+032D ̭ \xcc\xad
U+032E ̮ \xcc\xae
U+032F ̯ \xcc\xaf
U+0330 ̰ \xcc\xb0
U+0331 ̱ \xcc\xb1
U+0332 ̲ \xcc\xb2
U+0333 ̳ \xcc\xb3
U+0334 ̴ \xcc\xb4
U+0335 ̵ \xcc\xb5
U+0336 ̶ \xcc\xb6
U+0337 ̷ \xcc\xb7
U+0338 ̸ \xcc\xb8
U+0339 ̹ \xcc\xb9
U+033A ̺ \xcc\xba
U+033B ̻ \xcc\xbb
U+033C ̼ \xcc\xbc
U+033D ̽ \xcc\xbd
U+033E ̾ \xcc\xbe
U+033F ̿ \xcc\xbf
U+0340 ̀ \xcd\x80
U+0341 ́ \xcd\x81
U+0342 ͂ \xcd\x82
U+0343 ̓ \xcd\x83
U+0344 ̈́ \xcd\x84
U+0345 ͅ \xcd\x85
U+0346 ͆ \xcd\x86
U+0347 ͇ \xcd\x87
U+0348 ͈ \xcd\x88
U+0349 ͉ \xcd\x89
U+034A ͊ \xcd\x8a
U+034B ͋ \xcd\x8b
U+034C ͌ \xcd\x8c
U+034D ͍ \xcd\x8d
U+034E ͎ \xcd\x8e
U+034F ͏ \xcd\x8f
U+0350 ͐ \xcd\x90
U+0351 ͑ \xcd\x91
U+0352 ͒ \xcd\x92
U+0353 ͓ \xcd\x93
U+0354 ͔ \xcd\x94
U+0355 ͕ \xcd\x95
U+0356 ͖ \xcd\x96
U+0357 ͗ \xcd\x97
U+0358 ͘ \xcd\x98
U+0359 ͙ \xcd\x99
U+035A ͚ \xcd\x9a
U+035B ͛ \xcd\x9b
U+035C ͜ \xcd\x9c
U+035D ͝ \xcd\x9d
U+035E ͞ \xcd\x9e
U+035F ͟ \xcd\x9f
U+0360 ͠ \xcd\xa0
U+0361 ͡ \xcd\xa1
U+0362 ͢ \xcd\xa2
U+0363 ͣ \xcd\xa3
U+0364 ͤ \xcd\xa4
U+0365 ͥ \xcd\xa5
U+0366 ͦ \xcd\xa6
U+0367 ͧ \xcd\xa7
U+0368 ͨ \xcd\xa8
U+0369 ͩ \xcd\xa9
U+036A ͪ \xcd\xaa
U+036B ͫ \xcd\xab
U+036C ͬ \xcd\xac
U+036D ͭ \xcd\xad
U+036E ͮ \xcd\xae
U+036F ͯ \xcd\xaf
U+0370 Ͱ \xcd\xb0
U+0371 ͱ \xcd\xb1
U+0372 Ͳ \xcd\xb2
U+0373 ͳ \xcd\xb3
U+0374 ʹ \xcd\xb4
U+0375 ͵ \xcd\xb5
U+0376 Ͷ \xcd\xb6
U+0377 ͷ \xcd\xb7
U+0378 ͸ \xcd\xb8
U+0379 ͹ \xcd\xb9
U+037A ͺ \xcd\xba
U+037B ͻ \xcd\xbb
U+037C ͼ \xcd\xbc
U+037D ͽ \xcd\xbd
U+037E ; \xcd\xbe
U+037F Ϳ \xcd\xbf
